eventdate,hotelid,nationality,client_nationality,total_requests,total_availability,availability_percentage,orders,gb,conversion_rate_percentage,net_revenue_over_gb_perc,fee_over_gb_perc
"noviembre 12, 2025","290,564",MT,,13,10,0.77,0,0,0,0,0
"noviembre 7, 2025","290,564",PY,,135,33,0.24,0,0,0,0,0
"noviembre 11, 2025","290,997",PY,,150,142,0.95,0,0,0,0,0
"noviembre 6, 2025","330,061",sv,,2,2,1,0,0,0,0,0
"noviembre 3, 2025","290,966",AL,,4,4,1,0,0,0,0,0
"noviembre 23, 2025","330,061",IQ,,2,2,1,0,0,0,0,0
"noviembre 18, 2025","291,359",CL,,478,390,0.82,0,0,0,0,0
"noviembre 21, 2025","351,212",LT,,65,62,0.95,0,0,0,0,0
"noviembre 20, 2025","290,966",PA,,648,592,0.91,0,0,0,0,0
"noviembre 5, 2025","351,212",NG,,9,5,0.56,0,0,0,0,0
"noviembre 1, 2025","330,061",LU,,2,1,0.5,0,0,0,0,0
"noviembre 3, 2025","290,997",SA,,10,4,0.4,0,0,0,0,0
"noviembre 6, 2025","290,966",AL,,14,14,1,0,0,0,0,0
"noviembre 24, 2025","330,061",BH,,3,3,1,0,0,0,0,0
"noviembre 13, 2025","291,359",RU,,620,442,0.71,0,0,0,0,0
"noviembre 23, 2025","290,966",BA,,6,6,1,0,0,0,0,0
"noviembre 7, 2025","330,061",NI,,52,45,0.87,0,0,0,0,0
"noviembre 4, 2025","290,997",LU,,6,2,0.33,0,0,0,0,0
"noviembre 18, 2025","330,061",BR,,"7,480","5,814",0.78,0,0,0,0,0
"noviembre 22, 2025","330,061",SL,,1,1,1,0,0,0,0,0
"noviembre 7, 2025","290,564",PN,,1,1,1,0,0,0,0,0
"noviembre 9, 2025","291,359",GB,,"9,461","7,773",0.82,0,0,0,0,0
"noviembre 15, 2025","351,212",PA,,33,31,0.94,0,0,0,0,0
"noviembre 22, 2025","351,212",BG,,66,65,0.98,0,0,0,0,0
"noviembre 12, 2025","290,966",BE,,48,36,0.75,0,0,0,0,0
"noviembre 12, 2025","291,359",KW,,5,0,0,0,0,0,0,0
"noviembre 11, 2025","290,966",SA,,32,22,0.69,0,0,0,0,0
"noviembre 14, 2025","351,212",FR,,735,598,0.81,0,0,0,0,0
"noviembre 25, 2025","290,564",SK,,14,1,0.07,0,0,0,0,0
"noviembre 18, 2025","330,061",GR,,9,9,1,0,0,0,0,0
"noviembre 23, 2025","290,997",ES,,"86,684","51,010",0.59,0,0,0,0,0
"noviembre 22, 2025","291,359",BO,,184,124,0.67,0,0,0,0,0
"noviembre 24, 2025","290,997",BH,,4,3,0.75,0,0,0,0,0
"noviembre 4, 2025","290,997",TH,,"10,424","7,861",0.75,0,0,0,0,0
"noviembre 25, 2025","290,564",JP,,100,86,0.86,0,0,0,0,0
"noviembre 3, 2025","330,061",NG,,12,12,1,0,0,0,0,0
"noviembre 20, 2025","290,997",BR,,"8,416","4,862",0.58,0,0,0,0,0
"noviembre 4, 2025","290,997",CY,,2,0,0,0,0,0,0,0
"noviembre 14, 2025","290,966",OM,,2,1,0.5,0,0,0,0,0
"noviembre 4, 2025","351,212",GR,,7,6,0.86,0,0,0,0,0
"noviembre 22, 2025","290,997",PA,,43,11,0.26,0,0,0,0,0
"noviembre 17, 2025","330,061",BZ,,1,1,1,0,0,0,0,0
"noviembre 16, 2025","330,061",EC,,9,4,0.44,0,0,0,0,0
"noviembre 19, 2025","290,966",BO,,315,249,0.79,0,0,0,0,0
"noviembre 22, 2025","290,564",KZ,,25,18,0.72,0,0,0,0,0
"noviembre 17, 2025","330,061",PA,,76,68,0.89,0,0,0,0,0
"noviembre 19, 2025","291,359",FR,,885,711,0.8,0,0,0,0,0
"noviembre 17, 2025","351,212",GB,,"13,547","12,412",0.92,0,0,0,0,0
"noviembre 24, 2025","351,212",DK,,88,80,0.91,0,0,0,0,0
"noviembre 11, 2025","290,564",SA,,30,18,0.6,0,0,0,0,0
"noviembre 16, 2025","330,061",SV,,4,3,0.75,0,0,0,0,0
"noviembre 16, 2025","290,564",CO,,"1,999",744,0.37,0,0,0,0,0
"noviembre 9, 2025","291,359",N/A,,"69,409","58,035",0.84,0,0,0,0,0
"noviembre 8, 2025","290,966",SE,,172,151,0.88,0,0,0,0,0
"noviembre 3, 2025","291,359",NL,,119,74,0.62,0,0,0,0,0
"noviembre 24, 2025","290,966",AR,,812,749,0.92,0,0,0,0,0
"noviembre 16, 2025","290,564",DK,,"5,227","2,545",0.49,0,0,0,0,0
"noviembre 21, 2025","330,061",IL,,17,15,0.88,0,0,0,0,0
"noviembre 1, 2025","290,564",UZ,,4,4,1,0,0,0,0,0
"noviembre 14, 2025","351,212",CA,,"4,494","3,830",0.85,0,0,0,0,0
"noviembre 11, 2025","291,359",CI,,1,1,1,0,0,0,0,0
"noviembre 26, 2025","290,997",CU,,1,1,1,0,0,0,0,0
"noviembre 10, 2025","290,564",KG,,2,0,0,0,0,0,0,0
"noviembre 16, 2025","291,359",US,,"160,505","133,687",0.83,0,0,0,0,0
"noviembre 5, 2025","330,061",RU,,104,90,0.87,0,0,0,0,0
"noviembre 5, 2025","290,997",CZ,,1,0,0,0,0,0,0,0
"noviembre 24, 2025","290,966",NZ,,25,9,0.36,0,0,0,0,0
"noviembre 24, 2025","290,997",MY,,20,13,0.65,0,0,0,0,0
"noviembre 12, 2025","290,564",PK,,1,1,1,0,0,0,0,0
"noviembre 6, 2025","330,061",TW,,26,26,1,0,0,0,0,0
"noviembre 24, 2025","351,212",VE,,67,5,0.07,0,0,0,0,0
"noviembre 10, 2025","291,359",SI,,2,2,1,0,0,0,0,0
"noviembre 17, 2025","290,997",GH,,1,1,1,0,0,0,0,0
"noviembre 24, 2025","290,966",PL,,342,250,0.73,0,0,0,0,0
"noviembre 26, 2025","351,212",UY,,190,189,0.99,0,0,0,0,0
"noviembre 9, 2025","290,966",ZA,,23,9,0.39,0,0,0,0,0
"noviembre 17, 2025","291,359",UZ,,16,16,1,0,0,0,0,0
"noviembre 25, 2025","330,061",PE,,77,53,0.69,0,0,0,0,0
"noviembre 26, 2025","290,997",MT,,2,1,0.5,0,0,0,0,0
"noviembre 15, 2025","291,359",HR,,14,10,0.71,0,0,0,0,0
"noviembre 8, 2025","290,966",DO,,54,20,0.37,0,0,0,0,0
"noviembre 24, 2025","290,564",DE,,"1,383",921,0.67,0,0,0,0,0
"noviembre 5, 2025","291,359",AE,,39,21,0.54,0,0,0,0,0
"noviembre 11, 2025","351,212",US,,"86,184","73,588",0.85,0,0,0,0,0
"noviembre 5, 2025","290,997",KW,,22,22,1,0,0,0,0,0
"noviembre 4, 2025","290,997",PE,,919,591,0.64,0,0,0,0,0
"noviembre 11, 2025","290,997",CY,,4,1,0.25,0,0,0,0,0
"noviembre 25, 2025","290,997",MY,,6,3,0.5,0,0,0,0,0
"noviembre 15, 2025","291,359",PH,,6,5,0.83,0,0,0,0,0
"noviembre 8, 2025","290,966",LU,,2,1,0.5,0,0,0,0,0
"noviembre 15, 2025","290,564",GY,,1,1,1,0,0,0,0,0
"noviembre 5, 2025","351,212",PT,,382,352,0.92,0,0,0,0,0
"noviembre 17, 2025","351,212",MT,,6,6,1,0,0,0,0,0
"noviembre 26, 2025","330,061",BR,,"8,123","6,329",0.78,0,0,0,0,0
"noviembre 10, 2025","291,359",BD,,5,5,1,0,0,0,0,0
"noviembre 12, 2025","290,997",BE,,48,28,0.58,0,0,0,0,0
"noviembre 4, 2025","290,997",AT,,69,20,0.29,0,0,0,0,0
"noviembre 24, 2025","290,997",BA,,2,2,1,0,0,0,0,0
"noviembre 18, 2025","351,212",BG,,36,32,0.89,0,0,0,0,0
"noviembre 6, 2025","290,997",KR,,25,23,0.92,0,0,0,0,0
"noviembre 15, 2025","290,564",NL,,449,288,0.64,0,0,0,0,0
"noviembre 14, 2025","291,359",MN,,1,1,1,0,0,0,0,0
"noviembre 5, 2025","330,061",PT,,251,234,0.93,0,0,0,0,0
"noviembre 15, 2025","330,061",GT,,669,627,0.94,0,0,0,0,0
"noviembre 25, 2025","291,359",ME,,24,22,0.92,0,0,0,0,0
"noviembre 16, 2025","290,966",EG,,20,20,1,0,0,0,0,0
"noviembre 5, 2025","291,359",JP,,85,72,0.85,0,0,0,0,0
"noviembre 1, 2025","330,061",PT,,171,169,0.99,0,0,0,0,0
"noviembre 6, 2025","290,966",CA,,"7,046","6,127",0.87,0,0,0,0,0
"noviembre 8, 2025","291,359",BH,,1,1,1,0,0,0,0,0
"noviembre 9, 2025","290,997",AS,,1,1,1,0,0,0,0,0
"noviembre 5, 2025","290,966",HU,,12,7,0.58,0,0,0,0,0
"noviembre 26, 2025","290,966",IL,,140,117,0.84,0,0,0,0,0
"noviembre 8, 2025","330,061",EC,,59,54,0.92,0,0,0,0,0
"noviembre 21, 2025","351,212",CN,,"10,272","9,376",0.91,0,0,0,0,0
"noviembre 22, 2025","290,564",EG,,41,19,0.46,0,0,0,0,0
"noviembre 14, 2025","290,564",DK,,"4,831","2,710",0.56,0,0,0,0,0
"noviembre 1, 2025","351,212",NL,,51,37,0.73,0,0,0,0,0
"noviembre 6, 2025","330,061",CZ,,3,3,1,0,0,0,0,0
"noviembre 23, 2025","330,061",DO,,15,15,1,0,0,0,0,0
"noviembre 18, 2025","351,212",EG,,1,0,0,0,0,0,0,0
"noviembre 2, 2025","290,564",HK,,132,28,0.21,0,0,0,0,0
"noviembre 4, 2025","290,966",UA,,3,3,1,0,0,0,0,0
"noviembre 4, 2025","290,564",CW,,9,9,1,0,0,0,0,0
"noviembre 6, 2025","351,212",KG,,1,1,1,0,0,0,0,0
"noviembre 22, 2025","290,966",MA,,12,10,0.83,0,0,0,0,0
"noviembre 23, 2025","291,359",MZ,,1,0,0,0,0,0,0,0
"noviembre 13, 2025","290,997",TW,,8,3,0.38,0,0,0,0,0
"noviembre 13, 2025","291,359",OM,,5,5,1,0,0,0,0,0
"noviembre 12, 2025","290,966",KG,,4,4,1,0,0,0,0,0
"noviembre 10, 2025","290,966",AW,,9,9,1,0,0,0,0,0
"noviembre 14, 2025","351,212",MD,,1,0,0,0,0,0,0,0
"noviembre 4, 2025","290,966",DO,,100,75,0.75,0,0,0,0,0
"noviembre 8, 2025","351,212",TH,,"17,041","15,694",0.92,0,0,0,0,0
"noviembre 8, 2025","351,212",KW,,10,10,1,0,0,0,0,0
"noviembre 2, 2025","290,997",SG,,291,186,0.64,0,0,0,0,0
"noviembre 19, 2025","290,997",KZ,,144,117,0.81,0,0,0,0,0
"noviembre 22, 2025","291,359",KE,,2,2,1,0,0,0,0,0
"noviembre 20, 2025","290,564",SA,,148,130,0.88,0,0,0,0,0
"noviembre 9, 2025","290,564",CL,,476,405,0.85,0,0,0,0,0
"noviembre 5, 2025","290,564",VN,,2,2,1,0,0,0,0,0
"noviembre 23, 2025","290,564",N/A,,"50,650","38,523",0.76,0,0,0,0,0
"noviembre 13, 2025","351,212",IS,,1,1,1,0,0,0,0,0
"noviembre 17, 2025","290,966",SL,,11,11,1,0,0,0,0,0
"noviembre 11, 2025","290,564",KZ,,39,19,0.49,0,0,0,0,0
"noviembre 25, 2025","351,212",SI,,8,1,0.13,0,0,0,0,0
"noviembre 25, 2025","290,564",MV,,1,1,1,0,0,0,0,0
"noviembre 25, 2025","290,997",FR,,"1,288",935,0.73,0,0,0,0,0
"noviembre 7, 2025","290,564",FR,,909,699,0.77,0,0,0,0,0
"noviembre 11, 2025","290,564",JP,,107,82,0.77,0,0,0,0,0
"noviembre 18, 2025","290,997",IT,,679,501,0.74,0,0,0,0,0
"noviembre 2, 2025","290,564",BY,,1,1,1,0,0,0,0,0
"noviembre 20, 2025","330,061",FR,,724,612,0.85,0,0,0,0,0
"noviembre 26, 2025","330,061",SK,,2,2,1,0,0,0,0,0
"noviembre 16, 2025","291,359",ME,,8,8,1,0,0,0,0,0
"noviembre 4, 2025","351,212",PT,,310,302,0.97,0,0,0,0,0
"noviembre 20, 2025","330,061",AZ,,1,0,0,0,0,0,0,0
"noviembre 16, 2025","291,359",RO,,25,23,0.92,0,0,0,0,0
"noviembre 2, 2025","291,359",HR,,4,4,1,0,0,0,0,0
"noviembre 17, 2025","291,359",TR,,232,195,0.84,0,0,0,0,0
"noviembre 17, 2025","290,966",CN,,"30,861","26,816",0.87,0,0,0,0,0
"noviembre 26, 2025","330,061",NO,,30,23,0.77,0,0,0,0,0
"noviembre 12, 2025","290,997",ME,,212,174,0.82,0,0,0,0,0
"noviembre 22, 2025","290,966",US,,"100,798","78,207",0.78,0,0,0,0,0
"noviembre 15, 2025","290,997",TW,,2,2,1,0,0,0,0,0
"noviembre 16, 2025","291,359",SG,,"5,789","5,526",0.95,0,0,0,0,0
"noviembre 13, 2025","330,061",UA,,7,7,1,0,0,0,0,0
"noviembre 6, 2025","290,966",MT,,1,0,0,0,0,0,0,0
"noviembre 18, 2025","330,061",IT,,245,205,0.84,0,0,0,0,0
"noviembre 7, 2025","290,966",PT,,431,398,0.92,0,0,0,0,0
"noviembre 16, 2025","290,997",DO,,16,8,0.5,0,0,0,0,0
"noviembre 22, 2025","351,212",CL,,580,521,0.9,0,0,0,0,0
"noviembre 15, 2025","291,359",LU,,5,2,0.4,0,0,0,0,0
"noviembre 15, 2025","330,061",AE,,10,9,0.9,0,0,0,0,0
"noviembre 18, 2025","351,212",CH,,75,64,0.85,0,0,0,0,0
"noviembre 26, 2025","290,997",AT,,23,11,0.48,0,0,0,0,0
"noviembre 9, 2025","351,212",ZA,,7,2,0.29,0,0,0,0,0
"noviembre 17, 2025","290,997",CA,,"7,681","5,220",0.68,0,0,0,0,0
"noviembre 17, 2025","290,966",US,,"115,937","103,433",0.89,0,0,0,0,0
"noviembre 9, 2025","290,997",IE,,116,45,0.39,0,0,0,0,0
"noviembre 8, 2025","351,212",RU,,155,106,0.68,0,0,0,0,0
"noviembre 26, 2025","330,061",TR,,28,13,0.46,0,0,0,0,0
"noviembre 1, 2025","290,966",BG,,18,14,0.78,0,0,0,0,0
"noviembre 12, 2025","290,966",IN,,154,90,0.58,0,0,0,0,0
"noviembre 16, 2025","290,966",RU,,614,571,0.93,0,0,0,0,0
"noviembre 22, 2025","291,359",BR,,"7,840","6,136",0.78,0,0,0,0,0
"noviembre 3, 2025","290,966",PY,,221,157,0.71,0,0,0,0,0
"noviembre 4, 2025","290,997",SE,,66,31,0.47,0,0,0,0,0
"noviembre 9, 2025","330,061",AU,,105,98,0.93,0,0,0,0,0
"noviembre 6, 2025","290,997",PE,,690,368,0.53,0,0,0,0,0
"noviembre 6, 2025","330,061",PT,,227,223,0.98,0,0,0,0,0
"noviembre 4, 2025","351,212",ZA,,11,10,0.91,0,0,0,0,0
"noviembre 15, 2025","290,966",JP,,155,144,0.93,0,0,0,0,0
"noviembre 19, 2025","290,966",US,,"113,393","96,194",0.85,0,0,0,0,0
"noviembre 24, 2025","290,564",CN,,"55,061","41,033",0.75,0,0,0,0,0
"noviembre 15, 2025","290,966",BH,,2,1,0.5,0,0,0,0,0
"noviembre 14, 2025","290,966",BR,,"2,754","2,510",0.91,0,0,0,0,0
"noviembre 2, 2025","291,359",BO,,32,17,0.53,0,0,0,0,0
"noviembre 3, 2025","291,359",PK,,4,0,0,0,0,0,0,0
"noviembre 4, 2025","351,212",CN,,"5,116","3,638",0.71,0,0,0,0,0
"noviembre 4, 2025","290,997",ME,,263,135,0.51,0,0,0,0,0
"noviembre 26, 2025","290,564",NL,,245,181,0.74,0,0,0,0,0
"noviembre 24, 2025","290,997",AU,,273,207,0.76,0,0,0,0,0
"noviembre 14, 2025","291,359",AU,,137,116,0.85,0,0,0,0,0
"noviembre 5, 2025","290,997",GP,,6,1,0.17,0,0,0,0,0
"noviembre 20, 2025","290,997",BA,,8,7,0.88,0,0,0,0,0
"noviembre 21, 2025","290,564",JP,,46,41,0.89,0,0,0,0,0
"noviembre 9, 2025","290,966",CH,,245,194,0.79,0,0,0,0,0
"noviembre 8, 2025","291,359",ZA,,10,8,0.8,0,0,0,0,0
"noviembre 26, 2025","330,061",NL,,302,216,0.72,0,0,0,0,0
"noviembre 11, 2025","330,061",CZ,,8,8,1,0,0,0,0,0
"noviembre 10, 2025","290,966",PR,,46,42,0.91,0,0,0,0,0
"noviembre 16, 2025","351,212",TN,,1,0,0,0,0,0,0,0
"noviembre 1, 2025","351,212",RS,,8,8,1,0,0,0,0,0
"noviembre 25, 2025","290,997",EC,,217,133,0.61,0,0,0,0,0
"noviembre 16, 2025","291,359",NL,,455,392,0.86,0,0,0,0,0
"noviembre 4, 2025","290,966",UM,,3,3,1,0,0,0,0,0
"noviembre 9, 2025","290,564",PH,,7,4,0.57,0,0,0,0,0
"noviembre 3, 2025","290,564",CZ,,3,3,1,0,0,0,0,0
"noviembre 13, 2025","291,359",AU,,129,107,0.83,0,0,0,0,0
"noviembre 22, 2025","290,564",BR,,"1,185",898,0.76,0,0,0,0,0
"noviembre 19, 2025","351,212",UY,,237,237,1,0,0,0,0,0
"noviembre 10, 2025","330,061",PT,,287,268,0.93,0,0,0,0,0
"noviembre 8, 2025","290,564",MY,,4,2,0.5,0,0,0,0,0
"noviembre 3, 2025","290,966",SE,,269,184,0.68,0,0,0,0,0
"noviembre 9, 2025","290,997",NO,,35,24,0.69,0,0,0,0,0
"noviembre 22, 2025","291,359",IN,,134,107,0.8,0,0,0,0,0
"noviembre 17, 2025","330,061",PL,,25,24,0.96,0,0,0,0,0
"noviembre 18, 2025","291,359",DK,,92,79,0.86,0,0,0,0,0
"noviembre 19, 2025","351,212",IE,,62,49,0.79,0,0,0,0,0
"noviembre 16, 2025","290,966",VN,,20,20,1,0,0,0,0,0
"noviembre 1, 2025","291,359",VE,,33,33,1,0,0,0,0,0
"noviembre 19, 2025","290,966",RS,,41,40,0.98,0,0,0,0,0
"noviembre 25, 2025","290,564",GH,,1,0,0,0,0,0,0,0
"noviembre 3, 2025","290,564",SA,,25,15,0.6,0,0,0,0,0
"noviembre 22, 2025","290,997",HN,,84,49,0.58,0,0,0,0,0
"noviembre 13, 2025","351,212",AU,,120,114,0.95,0,0,0,0,0
"noviembre 14, 2025","351,212",MY,,6,6,1,0,0,0,0,0
"noviembre 12, 2025","290,997",PN,,1,1,1,0,0,0,0,0
"noviembre 25, 2025","330,061",AT,,27,17,0.63,0,0,0,0,0
"noviembre 18, 2025","351,212",LU,,3,3,1,0,0,0,0,0
"noviembre 10, 2025","351,212",LB,,62,62,1,0,0,0,0,0
"noviembre 25, 2025","330,061",BH,,2,0,0,0,0,0,0,0
"noviembre 15, 2025","291,359",NP,,1,0,0,0,0,0,0,0
"noviembre 18, 2025","290,997",RU,,747,360,0.48,0,0,0,0,0
"noviembre 19, 2025","351,212",CN,,"10,841","9,346",0.86,0,0,0,0,0
"noviembre 4, 2025","351,212",NO,,31,30,0.97,0,0,0,0,0
"noviembre 26, 2025","351,212",BY,,2,2,1,0,0,0,0,0
"noviembre 3, 2025","290,997",do,,2,2,1,0,0,0,0,0
"noviembre 18, 2025","290,564",IN,,306,64,0.21,0,0,0,0,0
"noviembre 9, 2025","351,212",ME,,20,2,0.1,0,0,0,0,0
"noviembre 4, 2025","290,997",NI,,33,0,0,0,0,0,0,0
"noviembre 22, 2025","291,359",GE,,1,1,1,0,0,0,0,0
"noviembre 17, 2025","291,359",CN,,"37,434","30,808",0.82,0,0,0,0,0
"noviembre 14, 2025","290,564",CA,,"6,733","5,214",0.77,0,0,0,0,0
"noviembre 18, 2025","290,564",CO,,"3,708","2,214",0.6,0,0,0,0,0
"noviembre 12, 2025","291,359",OM,,1,0,0,0,0,0,0,0
"noviembre 8, 2025","290,997",CH,,130,75,0.58,0,0,0,0,0
"noviembre 1, 2025","290,966",UM,,4,4,1,0,0,0,0,0
"noviembre 9, 2025","290,966",TH,,"47,665","40,024",0.84,0,0,0,0,0
"noviembre 14, 2025","351,212",RO,,21,20,0.95,0,0,0,0,0
"noviembre 1, 2025","290,564",AO,,1,1,1,0,0,0,0,0
"noviembre 3, 2025","290,997",DO,,50,40,0.8,0,0,0,0,0
"noviembre 13, 2025","291,359",QA,,3,1,0.33,0,0,0,0,0
"noviembre 14, 2025","290,966",LB,,1,1,1,0,0,0,0,0
"noviembre 16, 2025","291,359",CO,,"1,443",843,0.58,0,0,0,0,0
"noviembre 12, 2025","291,359",TN,,1,0,0,0,0,0,0,0
"noviembre 4, 2025","290,997",IE,,81,55,0.68,0,0,0,0,0
"noviembre 2, 2025","290,564",BE,,40,28,0.7,0,0,0,0,0
"noviembre 15, 2025","291,359",IL,,27,26,0.96,0,0,0,0,0
"noviembre 8, 2025","330,061",NL,,130,107,0.82,0,0,0,0,0
"noviembre 3, 2025","290,966",NZ,,4,2,0.5,0,0,0,0,0
"noviembre 16, 2025","290,564",SA,,57,7,0.12,0,0,0,0,0
"noviembre 10, 2025","290,966",CR,,538,405,0.75,0,0,0,0,0
"noviembre 11, 2025","351,212",BG,,2,2,1,0,0,0,0,0
"noviembre 8, 2025","291,359",FR,,865,671,0.78,0,0,0,0,0
"noviembre 15, 2025","330,061",FR,,499,447,0.9,0,0,0,0,0
"noviembre 22, 2025","351,212",VI,,3,3,1,0,0,0,0,0
"noviembre 4, 2025","290,966",CL,,610,488,0.8,0,0,0,0,0
"noviembre 7, 2025","290,997",AS,,3,0,0,0,0,0,0,0
"noviembre 26, 2025","291,359",PE,,260,140,0.54,0,0,0,0,0
"noviembre 21, 2025","290,997",CN,,"19,243","13,243",0.69,0,0,0,0,0
"noviembre 6, 2025","290,997",BE,,27,18,0.67,0,0,0,0,0
"noviembre 11, 2025","330,061",LB,,6,6,1,0,0,0,0,0
"noviembre 6, 2025","290,966",HR,,19,19,1,0,0,0,0,0
"noviembre 18, 2025","290,564",UA,,7,4,0.57,0,0,0,0,0
"noviembre 13, 2025","351,212",JP,,69,62,0.9,0,0,0,0,0
"noviembre 19, 2025","351,212",CR,,407,344,0.85,0,0,0,0,0
"noviembre 18, 2025","291,359",BR,,"9,234","6,701",0.73,0,0,0,0,0
"noviembre 9, 2025","351,212",CR,,73,62,0.85,0,0,0,0,0
"noviembre 7, 2025","290,564",ME,,52,36,0.69,0,0,0,0,0
"noviembre 16, 2025","351,212",IR,,15,13,0.87,0,0,0,0,0
"noviembre 10, 2025","291,359",GP,,1,0,0,0,0,0,0,0
"noviembre 16, 2025","290,966",IL,,165,150,0.91,0,0,0,0,0
"noviembre 22, 2025","351,212",LK,,1,0,0,0,0,0,0,0
"noviembre 9, 2025","351,212",GT,,629,152,0.24,0,0,0,0,0
"noviembre 20, 2025","290,966",IN,,267,169,0.63,0,0,0,0,0
"noviembre 19, 2025","290,997",NO,,79,24,0.3,0,0,0,0,0
"noviembre 25, 2025","290,564",MA,,21,13,0.62,0,0,0,0,0
"noviembre 21, 2025","290,564",CD,,1,1,1,0,0,0,0,0
"noviembre 16, 2025","290,564",EC,,16,2,0.13,0,0,0,0,0
"noviembre 22, 2025","290,966",IE,,59,43,0.73,0,0,0,0,0
"noviembre 1, 2025","351,212",EC,,11,3,0.27,0,0,0,0,0
"noviembre 18, 2025","290,997",US,,"93,331","61,270",0.66,0,0,0,0,0
"noviembre 13, 2025","290,564",VN,,4,3,0.75,0,0,0,0,0
"noviembre 15, 2025","351,212",DK,,66,55,0.83,0,0,0,0,0
"noviembre 5, 2025","290,564",gt,,3,3,1,0,0,0,0,0
"noviembre 25, 2025","351,212",co,,1,1,1,0,0,0,0,0
"noviembre 5, 2025","291,359",UA,,2,2,1,0,0,0,0,0
"noviembre 14, 2025","351,212",EC,,213,176,0.83,0,0,0,0,0
"noviembre 25, 2025","290,997",AU,,216,194,0.9,0,0,0,0,0
"noviembre 1, 2025","351,212",PE,,369,339,0.92,0,0,0,0,0
"noviembre 4, 2025","330,061",TN,,1,1,1,0,0,0,0,0
"noviembre 13, 2025","290,564",AD,,2,0,0,0,0,0,0,0
"noviembre 19, 2025","290,997",SA,,783,453,0.58,0,0,0,0,0
"noviembre 8, 2025","290,564",NZ,,24,21,0.88,0,0,0,0,0
"noviembre 15, 2025","291,359",AO,,2,2,1,0,0,0,0,0
"noviembre 11, 2025","291,359",PT,,612,531,0.87,0,0,0,0,0
"noviembre 7, 2025","290,997",QA,,4,2,0.5,0,0,0,0,0
"noviembre 26, 2025","330,061",IL,,57,55,0.96,0,0,0,0,0
"noviembre 5, 2025","291,359",DK,,54,35,0.65,0,0,0,0,0
"noviembre 6, 2025","291,359",HU,,16,11,0.69,0,0,0,0,0
"noviembre 24, 2025","351,212",MX,,"40,872","36,960",0.9,0,0,0,0,0
"noviembre 19, 2025","351,212",N/A,,"82,994","71,871",0.87,0,0,0,0,0
"noviembre 23, 2025","291,359",HR,,18,14,0.78,0,0,0,0,0
"noviembre 24, 2025","290,966",AE,,173,106,0.61,0,0,0,0,0
"noviembre 24, 2025","290,564",SG,,716,527,0.74,0,0,0,0,0
"noviembre 14, 2025","290,564",TW,,16,14,0.88,0,0,0,0,0
"noviembre 14, 2025","290,564",N/A,,"79,887","36,170",0.45,0,0,0,0,0
"noviembre 12, 2025","290,997",FR,,"1,156",807,0.7,0,0,0,0,0
"noviembre 22, 2025","291,359",TH,,"46,979","38,891",0.83,0,0,0,0,0
"noviembre 4, 2025","290,966",LT,,234,142,0.61,0,0,0,0,0
"noviembre 4, 2025","330,061",PL,,28,27,0.96,0,0,0,0,0
"noviembre 26, 2025","290,997",OM,,4,4,1,0,0,0,0,0
"noviembre 5, 2025","290,997",CN,,"51,660","32,979",0.64,0,0,0,0,0
"noviembre 21, 2025","290,966",BS,,1,0,0,0,0,0,0,0
"noviembre 7, 2025","330,061",CH,,56,50,0.89,0,0,0,0,0
"noviembre 20, 2025","290,564",IT,,608,474,0.78,0,0,0,0,0
"noviembre 26, 2025","330,061",HR,,11,6,0.55,0,0,0,0,0
"noviembre 1, 2025","351,212",LB,,4,4,1,0,0,0,0,0
"noviembre 9, 2025","290,997",FR,,"1,146",690,0.6,0,0,0,0,0
"noviembre 24, 2025","290,966",RS,,44,42,0.95,0,0,0,0,0
"noviembre 15, 2025","291,359",BR,,"7,419","5,166",0.7,0,0,0,0,0
"noviembre 15, 2025","330,061",VE,,1,1,1,0,0,0,0,0
"noviembre 1, 2025","290,997",VE,,11,0,0,0,0,0,0,0
"noviembre 25, 2025","290,966",AU,,164,144,0.88,0,0,0,0,0
"noviembre 18, 2025","290,997",LB,,2,2,1,0,0,0,0,0
"noviembre 7, 2025","351,212",MV,,1,1,1,0,0,0,0,0
"noviembre 12, 2025","290,997",AU,,174,144,0.83,0,0,0,0,0
"noviembre 20, 2025","330,061",JP,,55,53,0.96,0,0,0,0,0
"noviembre 11, 2025","351,212",FR,,"1,062",923,0.87,0,0,0,0,0
"noviembre 14, 2025","290,997",CL,,"1,233",770,0.62,0,0,0,0,0
"noviembre 12, 2025","330,061",CU,,6,5,0.83,0,0,0,0,0
"noviembre 5, 2025","351,212",ZA,,29,15,0.52,0,0,0,0,0
"noviembre 4, 2025","290,564",IN,,197,66,0.34,0,0,0,0,0
"noviembre 5, 2025","330,061",MY,,2,2,1,0,0,0,0,0
"noviembre 12, 2025","290,997",DK,,71,57,0.8,0,0,0,0,0
"noviembre 8, 2025","291,359",MU,,1,0,0,0,0,0,0,0
"noviembre 11, 2025","290,966",LB,,5,5,1,0,0,0,0,0
"noviembre 18, 2025","291,359",AU,,156,138,0.88,0,0,0,0,0
"noviembre 2, 2025","290,966",UA,,20,9,0.45,0,0,0,0,0
"noviembre 20, 2025","290,966",N/A,,"86,214","71,499",0.83,0,0,0,0,0
"noviembre 1, 2025","291,359",RE,,9,9,1,0,0,0,0,0
"noviembre 23, 2025","291,359",PT,,469,437,0.93,0,0,0,0,0
"noviembre 18, 2025","290,966",LB,,2,2,1,0,0,0,0,0
