eventdate,hotelid,nationality,client_nationality,total_requests,total_availability,availability_percentage,orders,gb,conversion_rate_percentage,net_revenue_over_gb_perc,fee_over_gb_perc
"noviembre 2, 2025","330,061",ES,,"27,101","24,485",0.9,0,0,0,0,0
"noviembre 9, 2025","330,061",PL,,24,24,1,0,0,0,0,0
"noviembre 18, 2025","290,966",gt,,3,3,1,0,0,0,0,0
"noviembre 3, 2025","330,061",HK,,77,67,0.87,0,0,0,0,0
"noviembre 11, 2025","351,212",LU,,2,1,0.5,0,0,0,0,0
"noviembre 25, 2025","351,212",KN,,1,1,1,0,0,0,0,0
"noviembre 25, 2025","330,061",MA,,3,1,0.33,0,0,0,0,0
"noviembre 9, 2025","351,212",BA,,11,11,1,0,0,0,0,0
"noviembre 12, 2025","351,212",BA,,12,12,1,0,0,0,0,0
"noviembre 17, 2025","351,212",IR,,10,9,0.9,0,0,0,0,0
"noviembre 17, 2025","291,359",GE,,15,14,0.93,0,0,0,0,0
"noviembre 15, 2025","351,212",RE,,1,1,1,0,0,0,0,0
"noviembre 18, 2025","290,997",BD,,1,1,1,0,0,0,0,0
"noviembre 2, 2025","290,966",HK,,109,59,0.54,0,0,0,0,0
"noviembre 1, 2025","291,359",TH,,"123,534","96,604",0.78,0,0,0,0,0
"noviembre 18, 2025","291,359",RO,,58,58,1,0,0,0,0,0
"noviembre 14, 2025","290,966",NO,,103,93,0.9,0,0,0,0,0
"noviembre 6, 2025","290,564",KZ,,24,10,0.42,0,0,0,0,0
"noviembre 22, 2025","290,997",KG,,1,1,1,0,0,0,0,0
"noviembre 13, 2025","291,359",PR,,45,42,0.93,0,0,0,0,0
"noviembre 16, 2025","351,212",MX,,"34,042","29,243",0.86,0,0,0,0,0
"noviembre 25, 2025","291,359",AZ,,52,52,1,0,0,0,0,0
"noviembre 20, 2025","330,061",KW,,1,1,1,0,0,0,0,0
"noviembre 6, 2025","351,212",RU,,279,233,0.84,0,0,0,0,0
"noviembre 2, 2025","351,212",SK,,1,1,1,0,0,0,0,0
"noviembre 18, 2025","330,061",AL,,2,2,1,0,0,0,0,0
"noviembre 6, 2025","351,212",ES,,"89,013","71,480",0.8,0,0,0,0,0
"noviembre 5, 2025","290,564",TH,,"2,975","2,645",0.89,0,0,0,0,0
"noviembre 20, 2025","290,564",CM,,2,0,0,0,0,0,0,0
"noviembre 24, 2025","351,212",UZ,,6,6,1,0,0,0,0,0
"noviembre 24, 2025","351,212",IL,,94,94,1,0,0,0,0,0
"noviembre 21, 2025","290,997",CL,,"1,026",713,0.69,0,0,0,0,0
"noviembre 1, 2025","290,997",OM,,1,0,0,0,0,0,0,0
"noviembre 17, 2025","290,997",IS,,4,4,1,0,0,0,0,0
"noviembre 7, 2025","290,564",TH,,"2,704","2,489",0.92,0,0,0,0,0
"noviembre 15, 2025","290,997",TN,,4,1,0.25,0,0,0,0,0
"noviembre 7, 2025","351,212",VE,,53,53,1,0,0,0,0,0
"noviembre 14, 2025","351,212",PL,,328,319,0.97,0,0,0,0,0
"noviembre 5, 2025","291,359",SG,,59,37,0.63,0,0,0,0,0
"noviembre 2, 2025","291,359",PL,,27,24,0.89,0,0,0,0,0
"noviembre 25, 2025","330,061",HR,,8,0,0,0,0,0,0,0
"noviembre 24, 2025","290,564",KW,,7,2,0.29,0,0,0,0,0
"noviembre 1, 2025","290,997",TT,,18,0,0,0,0,0,0,0
"noviembre 20, 2025","330,061",AE,,23,23,1,0,0,0,0,0
"noviembre 18, 2025","290,966",UA,,8,6,0.75,0,0,0,0,0
"noviembre 18, 2025","290,564",BB,,1,1,1,0,0,0,0,0
"noviembre 20, 2025","291,359",JO,,1,0,0,0,0,0,0,0
"noviembre 12, 2025","290,966",NZ,,35,33,0.94,0,0,0,0,0
"noviembre 2, 2025","290,997",IE,,71,42,0.59,0,0,0,0,0
"noviembre 22, 2025","290,966",EE,,19,8,0.42,0,0,0,0,0
"noviembre 25, 2025","351,212",GH,,1,0,0,0,0,0,0,0
"noviembre 18, 2025","330,061",RO,,10,10,1,0,0,0,0,0
"noviembre 12, 2025","290,564",BO,,225,163,0.72,0,0,0,0,0
"noviembre 25, 2025","291,359",AR,,"1,876","1,648",0.88,0,0,0,0,0
"noviembre 14, 2025","290,966",SK,,50,50,1,0,0,0,0,0
"noviembre 20, 2025","291,359",IE,,64,56,0.88,0,0,0,0,0
"noviembre 8, 2025","351,212",ID,,20,18,0.9,0,0,0,0,0
"noviembre 1, 2025","330,061",GT,,387,12,0.03,0,0,0,0,0
"noviembre 7, 2025","291,359",SV,,213,150,0.7,0,0,0,0,0
"noviembre 20, 2025","290,564",BO,,287,237,0.83,0,0,0,0,0
"noviembre 7, 2025","291,359",sv,,1,1,1,0,0,0,0,0
"noviembre 1, 2025","291,359",ES,,"78,627","54,382",0.69,0,0,0,0,0
"noviembre 2, 2025","290,997",SA,,7,5,0.71,0,0,0,0,0
"noviembre 13, 2025","330,061",SG,,25,25,1,0,0,0,0,0
"noviembre 3, 2025","290,564",FR,,537,342,0.64,0,0,0,0,0
"noviembre 15, 2025","351,212",GR,,15,13,0.87,0,0,0,0,0
"noviembre 10, 2025","291,359",GT,,"1,713",993,0.58,0,0,0,0,0
"noviembre 20, 2025","290,966",GP,,2,2,1,0,0,0,0,0
"noviembre 22, 2025","351,212",AT,,67,57,0.85,0,0,0,0,0
"noviembre 4, 2025","290,966",ID,,15,10,0.67,0,0,0,0,0
"noviembre 2, 2025","351,212",HK,,104,47,0.45,0,0,0,0,0
"noviembre 5, 2025","290,564",ME,,70,34,0.49,0,0,0,0,0
"noviembre 8, 2025","290,966",GT,,"1,124",381,0.34,0,0,0,0,0
"noviembre 22, 2025","351,212",AE,,148,129,0.87,0,0,0,0,0
"noviembre 12, 2025","291,359",CU,,21,18,0.86,0,0,0,0,0
"noviembre 17, 2025","290,966",AL,,14,12,0.86,0,0,0,0,0
"noviembre 16, 2025","351,212",DE,,"1,752","1,389",0.79,0,0,0,0,0
"noviembre 16, 2025","291,359",KZ,,79,66,0.84,0,0,0,0,0
"noviembre 12, 2025","290,997",HU,,7,5,0.71,0,0,0,0,0
"noviembre 22, 2025","290,997",CO,,"1,948","1,066",0.55,0,0,0,0,0
"noviembre 15, 2025","290,997",DZ,,1,0,0,0,0,0,0,0
"noviembre 23, 2025","290,966",AO,,2,2,1,0,0,0,0,0
"noviembre 13, 2025","290,997",CR,,460,305,0.66,0,0,0,0,0
"noviembre 14, 2025","290,966",RS,,35,34,0.97,0,0,0,0,0
"noviembre 3, 2025","290,997",AL,,4,4,1,0,0,0,0,0
"noviembre 9, 2025","330,061",CZ,,1,1,1,0,0,0,0,0
"noviembre 19, 2025","290,564",GP,,1,0,0,0,0,0,0,0
"noviembre 4, 2025","290,564",BO,,252,141,0.56,0,0,0,0,0
"noviembre 6, 2025","290,966",PR,,2,1,0.5,0,0,0,0,0
"noviembre 16, 2025","290,564",IL,,148,137,0.93,0,0,0,0,0
"noviembre 5, 2025","291,359",PY,,172,92,0.53,0,0,0,0,0
"noviembre 26, 2025","330,061",AM,,10,9,0.9,0,0,0,0,0
"noviembre 25, 2025","291,359",IL,,162,109,0.67,0,0,0,0,0
"noviembre 24, 2025","291,359",LK,,5,5,1,0,0,0,0,0
"noviembre 20, 2025","351,212",PH,,45,42,0.93,0,0,0,0,0
"noviembre 18, 2025","291,359",GH,,1,0,0,0,0,0,0,0
"noviembre 15, 2025","290,966",SI,,50,47,0.94,0,0,0,0,0
"noviembre 9, 2025","290,997",ZA,,4,1,0.25,0,0,0,0,0
"noviembre 21, 2025","290,564",UZ,,8,7,0.88,0,0,0,0,0
"noviembre 4, 2025","330,061",NZ,,25,20,0.8,0,0,0,0,0
"noviembre 19, 2025","330,061",AZ,,3,3,1,0,0,0,0,0
"noviembre 6, 2025","290,564",sv,,2,2,1,0,0,0,0,0
"noviembre 16, 2025","351,212",CO,,"1,064",972,0.91,0,0,0,0,0
"noviembre 16, 2025","291,359",AR,,"1,228","1,079",0.88,0,0,0,0,0
"noviembre 14, 2025","290,564",MD,,6,6,1,0,0,0,0,0
"noviembre 23, 2025","290,966",SG,,"2,301","1,952",0.85,0,0,0,0,0
"noviembre 6, 2025","330,061",AE,,29,27,0.93,0,0,0,0,0
"noviembre 19, 2025","351,212",HR,,7,6,0.86,0,0,0,0,0
"noviembre 22, 2025","351,212",RS,,2,2,1,0,0,0,0,0
"noviembre 25, 2025","290,997",LB,,45,45,1,0,0,0,0,0
"noviembre 10, 2025","290,564",IE,,81,57,0.7,0,0,0,0,0
"noviembre 16, 2025","290,564",KZ,,44,41,0.93,0,0,0,0,0
"noviembre 9, 2025","290,966",CY,,1,1,1,0,0,0,0,0
"noviembre 1, 2025","330,061",NZ,,18,13,0.72,0,0,0,0,0
"noviembre 25, 2025","330,061",TR,,28,19,0.68,0,0,0,0,0
"noviembre 8, 2025","290,997",DE,,"1,318",718,0.54,0,0,0,0,0
"noviembre 20, 2025","290,564",LB,,30,30,1,0,0,0,0,0
"noviembre 18, 2025","330,061",TN,,6,6,1,0,0,0,0,0
"noviembre 6, 2025","290,564",SV,,377,287,0.76,0,0,0,0,0
"noviembre 17, 2025","291,359",AZ,,1,1,1,0,0,0,0,0
"noviembre 11, 2025","290,564",AD,,2,1,0.5,0,0,0,0,0
"noviembre 7, 2025","290,564",GT,,"2,363",765,0.32,0,0,0,0,0
"noviembre 6, 2025","290,564",CA,,"7,866","6,361",0.81,0,0,0,0,0
"noviembre 9, 2025","290,997",TT,,1,1,1,0,0,0,0,0
"noviembre 12, 2025","330,061",UZ,,7,7,1,0,0,0,0,0
"noviembre 11, 2025","351,212",PL,,385,375,0.97,0,0,0,0,0
"noviembre 15, 2025","290,997",PA,,67,62,0.93,0,0,0,0,0
"noviembre 19, 2025","290,564",KG,,1,1,1,0,0,0,0,0
"noviembre 10, 2025","330,061",CA,,"3,331","3,206",0.96,0,0,0,0,0
"noviembre 12, 2025","351,212",ES,,"89,189","70,962",0.8,0,0,0,0,0
"noviembre 18, 2025","291,359",gt,,3,3,1,0,0,0,0,0
"noviembre 14, 2025","290,564",CN,,"27,764","22,818",0.82,0,0,0,0,0
"noviembre 23, 2025","351,212",NZ,,20,15,0.75,0,0,0,0,0
"noviembre 23, 2025","290,966",N/A,,"96,694","75,113",0.78,0,0,0,0,0
"noviembre 8, 2025","291,359",US,,"150,011","115,369",0.77,0,0,0,0,0
"noviembre 19, 2025","290,564",TH,,"1,349","1,224",0.91,0,0,0,0,0
"noviembre 26, 2025","291,359",CN,,"67,547","52,241",0.77,0,0,0,0,0
"noviembre 16, 2025","291,359",AS,,1,1,1,0,0,0,0,0
"noviembre 21, 2025","330,061",GT,,"1,087",395,0.36,0,0,0,0,0
"noviembre 25, 2025","330,061",EC,,100,79,0.79,0,0,0,0,0
"noviembre 19, 2025","291,359",SA,,151,124,0.82,0,0,0,0,0
"noviembre 20, 2025","290,997",CU,,4,1,0.25,0,0,0,0,0
"noviembre 17, 2025","330,061",DK,,32,28,0.88,0,0,0,0,0
"noviembre 26, 2025","290,564",PR,,12,6,0.5,0,0,0,0,0
"noviembre 7, 2025","330,061",HK,,436,370,0.85,0,0,0,0,0
"noviembre 15, 2025","291,359",LB,,5,5,1,0,0,0,0,0
"noviembre 2, 2025","290,564",CR,,151,118,0.78,0,0,0,0,0
"noviembre 8, 2025","351,212",KR,,9,8,0.89,0,0,0,0,0
"noviembre 19, 2025","290,997",HU,,9,5,0.56,0,0,0,0,0
"noviembre 23, 2025","351,212",CO,,"1,160","1,047",0.9,0,0,0,0,0
"noviembre 15, 2025","290,564",BO,,59,30,0.51,0,0,0,0,0
"noviembre 8, 2025","330,061",LU,,1,1,1,0,0,0,0,0
"noviembre 23, 2025","290,966",DE,,"1,550","1,085",0.7,0,0,0,0,0
"noviembre 12, 2025","291,359",KG,,3,3,1,0,0,0,0,0
"noviembre 12, 2025","290,564",TH,,"2,101","1,917",0.91,0,0,0,0,0
"noviembre 11, 2025","290,997",SI,,9,8,0.89,0,0,0,0,0
"noviembre 6, 2025","351,212",do,,4,0,0,0,0,0,0,0
"noviembre 17, 2025","290,997",CL,,"1,133",599,0.53,0,0,0,0,0
"noviembre 3, 2025","291,359",SE,,249,183,0.73,0,0,0,0,0
"noviembre 16, 2025","330,061",LT,,7,7,1,0,0,0,0,0
"noviembre 8, 2025","290,564",CN,,"31,387","25,488",0.81,0,0,0,0,0
"noviembre 1, 2025","290,966",NL,,233,166,0.71,0,0,0,0,0
"noviembre 3, 2025","290,564",NG,,2,2,1,0,0,0,0,0
"noviembre 17, 2025","291,359",PL,,293,275,0.94,0,0,0,0,0
"noviembre 6, 2025","291,359",VE,,9,3,0.33,0,0,0,0,0
"noviembre 1, 2025","290,966",TT,,39,0,0,0,0,0,0,0
"noviembre 19, 2025","290,564",DK,,"5,528","2,524",0.46,0,0,0,0,0
"noviembre 19, 2025","290,997",PH,,10,9,0.9,0,0,0,0,0
"noviembre 12, 2025","291,359",UA,,12,0,0,0,0,0,0,0
"noviembre 5, 2025","351,212",IE,,48,33,0.69,0,0,0,0,0
"noviembre 6, 2025","290,997",RS,,43,0,0,0,0,0,0,0
"noviembre 22, 2025","290,997",ES,,"84,614","53,534",0.63,0,0,0,0,0
"noviembre 1, 2025","291,359",GR,,4,2,0.5,0,0,0,0,0
"noviembre 9, 2025","291,359",OM,,2,0,0,0,0,0,0,0
"noviembre 25, 2025","291,359",VN,,5,4,0.8,0,0,0,0,0
"noviembre 22, 2025","290,997",AL,,2,2,1,0,0,0,0,0
"noviembre 9, 2025","351,212",HU,,1,1,1,0,0,0,0,0
"noviembre 10, 2025","291,359",LT,,2,2,1,0,0,0,0,0
"noviembre 12, 2025","290,966",BM,,2,1,0.5,0,0,0,0,0
"noviembre 22, 2025","290,966",BR,,"1,104",903,0.82,0,0,0,0,0
"noviembre 18, 2025","351,212",VN,,4,4,1,0,0,0,0,0
"noviembre 3, 2025","291,359",NI,,77,44,0.57,0,0,0,0,0
"noviembre 10, 2025","290,997",AW,,7,7,1,0,0,0,0,0
"noviembre 23, 2025","290,997",HR,,16,1,0.06,0,0,0,0,0
"noviembre 13, 2025","291,359",LT,,15,12,0.8,0,0,0,0,0
"noviembre 12, 2025","290,997",MU,,1,1,1,0,0,0,0,0
"noviembre 7, 2025","291,359",NL,,400,224,0.56,0,0,0,0,0
"noviembre 18, 2025","290,966",FR,,"1,193","1,099",0.92,0,0,0,0,0
"noviembre 11, 2025","290,997",KZ,,143,135,0.94,0,0,0,0,0
"noviembre 17, 2025","291,359",PY,,25,24,0.96,0,0,0,0,0
"noviembre 20, 2025","351,212",JM,,5,5,1,0,0,0,0,0
"noviembre 4, 2025","291,359",US,,"151,600","106,308",0.7,0,0,0,0,0
"noviembre 19, 2025","290,997",BO,,282,116,0.41,0,0,0,0,0
"noviembre 18, 2025","290,564",KG,,3,3,1,0,0,0,0,0
"noviembre 25, 2025","351,212",PF,,1,1,1,0,0,0,0,0
"noviembre 24, 2025","290,997",VN,,6,3,0.5,0,0,0,0,0
"noviembre 14, 2025","290,966",KR,,27,26,0.96,0,0,0,0,0
"noviembre 5, 2025","291,359",MT,,1,1,1,0,0,0,0,0
"noviembre 21, 2025","291,359",IL,,109,92,0.84,0,0,0,0,0
"noviembre 9, 2025","330,061",AR,,182,176,0.97,0,0,0,0,0
"noviembre 14, 2025","290,564",BG,,62,41,0.66,0,0,0,0,0
"noviembre 5, 2025","330,061",GP,,6,1,0.17,0,0,0,0,0
"noviembre 18, 2025","330,061",SG,,12,12,1,0,0,0,0,0
"noviembre 12, 2025","290,966",EC,,389,340,0.87,0,0,0,0,0
"noviembre 24, 2025","290,564",BH,,1,1,1,0,0,0,0,0
"noviembre 4, 2025","351,212",AU,,46,45,0.98,0,0,0,0,0
"noviembre 8, 2025","290,564",SK,,7,7,1,0,0,0,0,0
"noviembre 18, 2025","290,966",VA,,1,1,1,0,0,0,0,0
"noviembre 18, 2025","351,212",PR,,2,2,1,0,0,0,0,0
"noviembre 19, 2025","291,359",N/A,,"82,378","57,673",0.7,0,0,0,0,0
"noviembre 24, 2025","330,061",CR,,286,215,0.75,0,0,0,0,0
"noviembre 12, 2025","291,359",TW,,14,2,0.14,0,0,0,0,0
"noviembre 26, 2025","290,997",EG,,8,7,0.88,0,0,0,0,0
"noviembre 5, 2025","290,564",PR,,12,7,0.58,0,0,0,0,0
"noviembre 3, 2025","290,564",KR,,11,10,0.91,0,0,0,0,0
"noviembre 22, 2025","330,061",MR,,1,0,0,0,0,0,0,0
"noviembre 26, 2025","330,061",UY,,63,62,0.98,0,0,0,0,0
"noviembre 25, 2025","291,359",SK,,16,2,0.13,0,0,0,0,0
"noviembre 4, 2025","330,061",N/A,,"91,300","27,886",0.31,0,0,0,0,0
"noviembre 8, 2025","290,564",ES,,"84,518","33,756",0.4,0,0,0,0,0
"noviembre 16, 2025","351,212",UY,,118,118,1,0,0,0,0,0
"noviembre 5, 2025","290,997",PL,,381,122,0.32,0,0,0,0,0
"noviembre 16, 2025","291,359",UZ,,80,69,0.86,0,0,0,0,0
"noviembre 8, 2025","290,966",PL,,278,238,0.86,0,0,0,0,0
"noviembre 23, 2025","351,212",PY,,32,32,1,0,0,0,0,0
"noviembre 8, 2025","290,966",IE,,63,42,0.67,0,0,0,0,0
"noviembre 24, 2025","351,212",MY,,5,5,1,0,0,0,0,0
"noviembre 9, 2025","290,966",AR,,776,711,0.92,0,0,0,0,0
"noviembre 10, 2025","290,997",VE,,22,4,0.18,0,0,0,0,0
"noviembre 22, 2025","351,212",IN,,307,289,0.94,0,0,0,0,0
"noviembre 11, 2025","290,966",NL,,435,351,0.81,0,0,0,0,0
"noviembre 4, 2025","290,997",HN,,244,78,0.32,0,0,0,0,0
"noviembre 1, 2025","290,997",AR,,722,557,0.77,0,0,0,0,0
"noviembre 13, 2025","351,212",PK,,11,11,1,0,0,0,0,0
"noviembre 11, 2025","351,212",UY,,311,309,0.99,0,0,0,0,0
"noviembre 17, 2025","330,061",BO,,213,168,0.79,0,0,0,0,0
"noviembre 16, 2025","290,997",DE,,"2,163","1,495",0.69,0,0,0,0,0
"noviembre 1, 2025","290,564",TW,,11,10,0.91,0,0,0,0,0
"noviembre 26, 2025","290,966",MT,,1,0,0,0,0,0,0,0
"noviembre 3, 2025","290,997",MY,,6,5,0.83,0,0,0,0,0
"noviembre 15, 2025","351,212",EE,,4,1,0.25,0,0,0,0,0
"noviembre 4, 2025","290,564",SE,,60,37,0.62,0,0,0,0,0
"noviembre 1, 2025","291,359",EE,,1,0,0,0,0,0,0,0
"noviembre 22, 2025","351,212",SK,,4,4,1,0,0,0,0,0
"noviembre 15, 2025","291,359",N/A,,"70,439","53,808",0.76,0,0,0,0,0
"noviembre 19, 2025","290,997",BG,,82,49,0.6,0,0,0,0,0
"noviembre 19, 2025","290,966",RO,,143,141,0.99,0,0,0,0,0
"noviembre 12, 2025","290,564",NO,,10,9,0.9,0,0,0,0,0
"noviembre 17, 2025","290,997",AO,,1,0,0,0,0,0,0,0
"noviembre 5, 2025","291,359",FR,,974,647,0.66,0,0,0,0,0
"noviembre 21, 2025","290,564",UY,,274,236,0.86,0,0,0,0,0
"noviembre 26, 2025","291,359",BA,,4,4,1,0,0,0,0,0
"noviembre 14, 2025","290,966",KN,,1,1,1,0,0,0,0,0
"noviembre 15, 2025","290,564",HR,,18,11,0.61,0,0,0,0,0
"noviembre 12, 2025","351,212",ID,,14,14,1,0,0,0,0,0
"noviembre 16, 2025","290,997",NG,,9,9,1,0,0,0,0,0
"noviembre 20, 2025","290,564",HR,,11,7,0.64,0,0,0,0,0
"noviembre 10, 2025","290,966",EG,,18,13,0.72,0,0,0,0,0
"noviembre 20, 2025","291,359",AE,,46,40,0.87,0,0,0,0,0
"noviembre 2, 2025","351,212",DK,,24,21,0.88,0,0,0,0,0
"noviembre 5, 2025","290,564",MX,,"54,090","39,461",0.73,1,40,0,7,6
"noviembre 5, 2025","290,564",MX,,"54,090","39,461",0.73,2,55,0,4,3
"noviembre 1, 2025","351,212",QA,,1,1,1,0,0,0,0,0
"noviembre 22, 2025","290,564",NZ,,48,23,0.48,0,0,0,0,0
"noviembre 8, 2025","351,212",CZ,,7,7,1,0,0,0,0,0
"noviembre 10, 2025","290,997",BE,,48,30,0.63,0,0,0,0,0
"noviembre 9, 2025","351,212",BE,,50,42,0.84,0,0,0,0,0
"noviembre 7, 2025","290,997",CN,,"33,111","19,292",0.58,0,0,0,0,0
"noviembre 19, 2025","290,997",PY,,121,51,0.42,0,0,0,0,0
"noviembre 26, 2025","290,966",HR,,50,50,1,0,0,0,0,0
"noviembre 17, 2025","291,359",GR,,59,59,1,0,0,0,0,0
"noviembre 4, 2025","290,564",NI,,42,15,0.36,0,0,0,0,0
"noviembre 2, 2025","290,564",IL,,119,85,0.71,0,0,0,0,0
"noviembre 26, 2025","351,212",AZ,,7,7,1,0,0,0,0,0
"noviembre 4, 2025","291,359",BG,,12,6,0.5,0,0,0,0,0
"noviembre 9, 2025","290,966",JP,,242,217,0.9,0,0,0,0,0
"noviembre 16, 2025","290,564",PA,,55,52,0.95,0,0,0,0,0
"noviembre 9, 2025","290,997",QA,,2,0,0,0,0,0,0,0
"noviembre 22, 2025","330,061",TH,,818,743,0.91,0,0,0,0,0
"noviembre 7, 2025","351,212",TR,,359,261,0.73,0,0,0,0,0
"noviembre 10, 2025","330,061",CH,,55,53,0.96,0,0,0,0,0
"noviembre 20, 2025","330,061",DO,,38,28,0.74,0,0,0,0,0
"noviembre 24, 2025","351,212",NL,,584,533,0.91,0,0,0,0,0
"noviembre 6, 2025","290,966",PE,,548,344,0.63,0,0,0,0,0
"noviembre 23, 2025","290,997",CZ,,17,13,0.76,0,0,0,0,0
"noviembre 21, 2025","290,966",TW,,6,3,0.5,0,0,0,0,0
"noviembre 14, 2025","290,997",BO,,122,14,0.11,0,0,0,0,0
"noviembre 3, 2025","351,212",PR,,11,6,0.55,0,0,0,0,0
"noviembre 2, 2025","351,212",UA,,11,10,0.91,0,0,0,0,0
"noviembre 7, 2025","291,359",UY,,172,161,0.94,0,0,0,0,0
"noviembre 6, 2025","290,564",CN,,"30,477","24,066",0.79,0,0,0,0,0
"noviembre 3, 2025","290,564",ZA,,2,0,0,0,0,0,0,0
"noviembre 10, 2025","290,966",AS,,1,1,1,0,0,0,0,0
"noviembre 4, 2025","330,061",LU,,2,2,1,0,0,0,0,0
"noviembre 12, 2025","290,564",SI,,15,9,0.6,0,0,0,0,0
"noviembre 21, 2025","351,212",NO,,153,151,0.99,0,0,0,0,0
"noviembre 17, 2025","290,997",N/A,,"78,441","52,581",0.67,0,0,0,0,0
"noviembre 6, 2025","351,212",DO,,275,91,0.33,0,0,0,0,0
"noviembre 19, 2025","290,564",VE,,10,9,0.9,0,0,0,0,0
"noviembre 15, 2025","290,564",GP,,15,9,0.6,0,0,0,0,0
"noviembre 15, 2025","330,061",LB,,1,1,1,0,0,0,0,0
"noviembre 7, 2025","291,359",SE,,176,143,0.81,0,0,0,0,0
"noviembre 1, 2025","291,359",CO,,"2,232","1,094",0.49,0,0,0,0,0
"noviembre 6, 2025","290,564",ID,,77,63,0.82,0,0,0,0,0
"noviembre 11, 2025","351,212",MQ,,7,7,1,0,0,0,0,0
"noviembre 15, 2025","290,564",PS,,2,1,0.5,0,0,0,0,0
"noviembre 21, 2025","351,212",JO,,1,1,1,0,0,0,0,0
"noviembre 14, 2025","291,359",TN,,1,0,0,0,0,0,0,0
"noviembre 25, 2025","351,212",AU,,189,181,0.96,0,0,0,0,0
"noviembre 6, 2025","290,966",ZA,,16,12,0.75,0,0,0,0,0
"noviembre 6, 2025","291,359",AT,,97,31,0.32,0,0,0,0,0
"noviembre 19, 2025","290,966",PE,,244,196,0.8,0,0,0,0,0
"noviembre 6, 2025","290,564",AR,,"2,892","2,518",0.87,0,0,0,0,0
"noviembre 16, 2025","351,212",NZ,,28,24,0.86,0,0,0,0,0
"noviembre 3, 2025","291,359",PT,,593,539,0.91,0,0,0,0,0
"noviembre 18, 2025","291,359",GT,,"1,511","1,254",0.83,0,0,0,0,0
"noviembre 25, 2025","291,359",PH,,34,17,0.5,0,0,0,0,0
"noviembre 21, 2025","291,359",HN,,395,279,0.71,0,0,0,0,0
"noviembre 20, 2025","290,564",SV,,523,342,0.65,0,0,0,0,0
"noviembre 14, 2025","351,212",EE,,3,0,0,0,0,0,0,0
"noviembre 25, 2025","290,564",MW,,7,0,0,0,0,0,0,0
"noviembre 22, 2025","330,061",AE,,7,6,0.86,0,0,0,0,0
"noviembre 23, 2025","291,359",ME,,13,12,0.92,0,0,0,0,0
"noviembre 20, 2025","290,564",sv,,1,1,1,0,0,0,0,0
"noviembre 6, 2025","290,564",CO,,"4,026","3,329",0.83,0,0,0,0,0
"noviembre 20, 2025","291,359",DK,,76,62,0.82,0,0,0,0,0
"noviembre 11, 2025","290,564",MC,,1,0,0,0,0,0,0,0
"noviembre 22, 2025","330,061",MY,,1,1,1,0,0,0,0,0
"noviembre 22, 2025","330,061",MX,,"20,885","17,442",0.84,0,0,0,0,0
"noviembre 15, 2025","290,997",IS,,1,1,1,0,0,0,0,0
"noviembre 2, 2025","290,966",PH,,8,8,1,0,0,0,0,0
"noviembre 26, 2025","290,997",CZ,,9,2,0.22,0,0,0,0,0
"noviembre 9, 2025","290,997",CH,,248,148,0.6,0,0,0,0,0
"noviembre 5, 2025","290,966",GB,,"3,350","2,343",0.7,0,0,0,0,0
"noviembre 11, 2025","290,966",PT,,522,497,0.95,0,0,0,0,0
"noviembre 13, 2025","290,966",GR,,41,40,0.98,0,0,0,0,0
"noviembre 2, 2025","351,212",LB,,1,1,1,0,0,0,0,0
"noviembre 16, 2025","330,061",CW,,4,4,1,0,0,0,0,0
"noviembre 5, 2025","330,061",CR,,336,296,0.88,0,0,0,0,0
"noviembre 17, 2025","290,997",PR,,7,1,0.14,0,0,0,0,0
"noviembre 13, 2025","330,061",AU,,83,71,0.86,0,0,0,0,0
"noviembre 26, 2025","351,212",PA,,109,107,0.98,0,0,0,0,0
"noviembre 11, 2025","290,966",IE,,102,77,0.75,0,0,0,0,0
"noviembre 10, 2025","291,359",AD,,11,11,1,0,0,0,0,0
"noviembre 18, 2025","290,997",FI,,13,8,0.62,0,0,0,0,0
"noviembre 18, 2025","290,564",LU,,8,7,0.88,0,0,0,0,0
"noviembre 4, 2025","290,966",FI,,62,53,0.85,0,0,0,0,0
"noviembre 10, 2025","290,966",GP,,1,1,1,0,0,0,0,0
"noviembre 22, 2025","330,061",PA,,20,2,0.1,0,0,0,0,0
"noviembre 11, 2025","290,997",BH,,8,1,0.13,0,0,0,0,0
"noviembre 26, 2025","290,564",GB,,"4,944","3,385",0.68,0,0,0,0,0
"noviembre 25, 2025","290,564",AZ,,53,32,0.6,0,0,0,0,0
"noviembre 15, 2025","291,359",LT,,9,8,0.89,0,0,0,0,0
"noviembre 25, 2025","290,564",SA,,202,64,0.32,0,0,0,0,0
"noviembre 13, 2025","290,966",US,,"106,078","87,042",0.82,0,0,0,0,0
"noviembre 20, 2025","290,966",JO,,1,0,0,0,0,0,0,0
"noviembre 17, 2025","290,997",AM,,17,17,1,0,0,0,0,0
"noviembre 18, 2025","351,212",HN,,202,180,0.89,0,0,0,0,0
"noviembre 12, 2025","290,997",HN,,382,228,0.6,0,0,0,0,0
"noviembre 15, 2025","330,061",UZ,,3,3,1,0,0,0,0,0
"noviembre 18, 2025","330,061",CY,,31,31,1,0,0,0,0,0
"noviembre 10, 2025","351,212",SK,,6,6,1,0,0,0,0,0
"noviembre 14, 2025","351,212",NZ,,16,11,0.69,0,0,0,0,0
"noviembre 4, 2025","290,564",FI,,60,53,0.88,0,0,0,0,0
